iter	Passed	Remaining
524	2163	4017
525	2167	4012
526	2173	4012
527	2177	4008
528	2182	4006
529	2189	4006
530	2194	4004
531	2199	4002
532	2204	3999
533	2208	3995
534	2213	3992
535	2219	3992
536	2224	3988
537	2228	3985
538	2233	3982
539	2238	3979
540	2242	3975
541	2247	3972
542	2251	3968
543	2256	3965
544	2260	3961
545	2264	3957
546	2269	3954
547	2273	3950
548	2278	3946
549	2282	3942
550	2286	3938
551	2290	3934
552	2295	3930
553	2300	3927
554	2304	3923
555	2308	3919
556	2312	3914
557	2316	3911
558	2321	3907
559	2325	3903
560	2329	3899
561	2334	3896
562	2338	3892
563	2342	3887
564	2346	3882
565	2350	3879
566	2354	3874
567	2358	3870
568	2363	3866
569	2367	3863
570	2372	3859
571	2376	3855
572	2380	3851
573	2385	3848
574	2389	3843
575	2393	3838
576	2397	3834
577	2401	3830
578	2405	3825
579	2409	3821
580	2413	3817
581	2417	3812
582	2421	3808
583	2425	3803
584	2429	3799
585	2433	3795
586	2437	3790
587	2440	3786
588	2445	3782
589	2449	3778
590	2453	3773
591	2457	3769
592	2461	3765
593	2465	3760
594	2469	3755
595	2473	3751
596	2477	3746
597	2480	3742
598	2484	3737
599	2488	3732
600	2492	3727
601	2496	3723
602	2499	3718
603	2503	3713
604	2507	3709
605	2511	3705
606	2515	3700
607	2519	3696
608	2523	3691
609	2527	3687
610	2530	3682
611	2534	3677
612	2537	3672
613	2542	3669
614	2546	3664
615	2550	3659
616	2553	3654
617	2557	3650
618	2561	3645
619	2565	3640
620	2568	3636
621	2573	3632
622	2577	3628
623	2581	3623
624	2585	3619
625	2589	3614
626	2593	3610
627	2597	3606
628	2600	3601
629	2604	3596
630	2608	3592
631	2612	3588
632	2616	3583
633	2620	3579
634	2624	3575
635	2628	3570
636	2632	3566
637	2636	3562
638	2640	3557
639	2644	3553
640	2648	3548
641	2652	3544
642	2656	3540
643	2660	3536
644	2664	3531
645	2667	3526
646	2672	3522
647	2675	3518
648	2679	3513
649	2683	3509
650	2688	3505
651	2691	3501
652	2695	3496
653	2699	3491
654	2703	3488
655	2707	3483
656	2711	3478
657	2714	3473
658	2718	3469
659	2722	3465
660	2726	3460
661	2730	3455
662	2734	3451
663	2738	3447
664	2741	3442
665	2745	3437
666	2749	3433
667	2753	3429
668	2756	3424
669	2760	3419
670	2764	3415
671	2768	3411
672	2772	3406
673	2776	3402
674	2780	3397
675	2784	3394
676	2789	3390
677	2792	3386
678	2796	3381
679	2800	3377
680	2804	3372
681	2808	3367
682	2811	3363
683	2815	3359
684	2819	3354
685	2823	3350
686	2827	3345
687	2831	3341
688	2835	3337
689	2838	3332
690	2842	3328
691	2846	3323
692	2850	3319
693	2854	3314
694	2857	3310
695	2861	3305
696	2865	3301
697	2869	3297
698	2873	3292
699	2876	3287
700	2880	3283
701	2883	3278
702	2887	3273
703	2890	3268
704	2894	3264
705	2898	3259
706	2902	3255
707	2905	3250
708	2909	3245
709	2913	3241
710	2917	3237
711	2920	3232
712	2924	3227
713	2928	3223
714	2932	3219
715	2935	3214
716	2939	3210
717	2943	3206
718	2947	3202
719	2951	3197
720	2955	3193
721	2959	3188
722	2963	3184
723	2967	3180
724	2970	3175
725	2974	3171
726	2978	3167
727	2982	3163
728	2986	3158
729	2990	3154
730	2995	3150
731	2998	3146
732	3002	3141
733	3006	3137
734	3010	3132
735	3013	3128
736	3017	3124
737	3021	3119
738	3025	3115
739	3029	3111
740	3033	3106
741	3036	3102
742	3040	3098
743	3045	3094
744	3049	3090
745	3053	3086
746	3057	3081
747	3061	3077
748	3064	3073
749	3068	3068
750	3071	3063
751	3076	3060
752	3080	3055
753	3083	3051
754	3087	3046
755	3091	3042
756	3095	3038
757	3099	3033
758	3102	3029
759	3106	3025
760	3110	3020
761	3114	3016
762	3118	3011
763	3122	3007
764	3125	3003
765	3129	2998
766	3133	2994
767	3136	2989
768	3140	2985
769	3144	2981
770	3148	2976
771	3151	2972
772	3156	2968
773	3159	2963
774	3163	2959
775	3166	2954
776	3170	2950
777	3174	2945
778	3178	2941
779	3181	2936
780	3185	2932
781	3189	2928
782	3193	2924
783	3197	2920
784	3201	2916
785	3205	2911
786	3209	2907
787	3213	2903
788	3216	2898
789	3220	2894
790	3223	2889
791	3227	2885
792	3231	2881
793	3235	2876
794	3239	2872
795	3243	2868
796	3246	2863
797	3250	2859
798	3254	2855
799	3258	2851
800	3262	2846
801	3265	2842
802	3269	2838
803	3273	2833
804	3277	2829
805	3280	2824
806	3284	2820
807	3288	2816
808	3291	2811
809	3295	2807
810	3298	2802
811	3302	2798
812	3306	2794
813	3310	2789
814	3313	2784
815	3317	2780
816	3321	2776
817	3325	2772
818	3328	2767
819	3332	2763
820	3336	2759
821	3339	2754
822	3343	2750
823	3347	2746
824	3351	2742
825	3355	2738
826	3359	2733
827	3363	2729
828	3367	2725
829	3371	2721
830	3374	2716
831	3378	2712
832	3382	2708
833	3386	2704
834	3390	2700
835	3393	2695
836	3397	2691
837	3401	2687
838	3405	2682
839	3409	2678
840	3412	2674
841	3416	2670
842	3420	2665
843	3423	2661
844	3427	2656
845	3431	2652
846	3434	2648
847	3438	2643
848	3441	2639
849	3445	2634
850	3449	2630
851	3453	2626
852	3457	2622
853	3460	2617
854	3465	2614
855	3469	2609
856	3472	2605
857	3476	2601
858	3480	2597
859	3484	2593
860	3488	2588
861	3491	2584
862	3496	2580
863	3499	2576
864	3503	2572
865	3507	2567
866	3511	2564
867	3516	2560
868	3519	2555
869	3523	2551
870	3527	2547
871	3531	2543
872	3534	2538
873	3538	2534
874	3542	2530
875	3545	2525
876	3549	2521
877	3553	2517
878	3556	2512
879	3560	2508
880	3564	2504
881	3567	2499
882	3571	2495
883	3575	2491
884	3579	2487
885	3582	2482
886	3586	2478
887	3589	2474
888	3594	2470
889	3597	2465
890	3601	2461
891	3605	2457
892	3609	2453
893	3613	2449
894	3616	2444
895	3620	2440
896	3624	2436
897	3628	2432
898	3631	2428
899	3635	2423
900	3639	2419
901	3643	2415
902	3647	2411
903	3650	2406
904	3654	2402
905	3658	2398
906	3662	2394
907	3666	2390
908	3669	2385
909	3674	2382
910	3677	2377
911	3680	2373
912	3684	2368
913	3688	2364
914	3692	2360
915	3695	2356
916	3699	2351
917	3703	2347
918	3707	2343
919	3710	2339
920	3714	2334
921	3717	2330
922	3721	2326
923	3725	2322
924	3728	2317
925	3732	2313
926	3736	2309
927	3740	2305
928	3743	2301
929	3747	2296
930	3751	2292
931	3755	2288
932	3758	2284
933	3762	2280
934	3766	2275
935	3770	2271
936	3774	2267
937	3777	2263
938	3781	2258
939	3784	2254
940	3788	2250
941	3792	2246
942	3795	2241
943	3799	2237
944	3803	2233
945	3806	2229
946	3810	2225
947	3814	2220
948	3818	2216
949	3821	2212
950	3825	2208
951	3829	2204
952	3832	2199
953	3836	2195
954	3840	2191
955	3844	2187
956	3848	2183
957	3852	2179
958	3856	2175
959	3859	2171
960	3863	2166
961	3867	2162
962	3871	2158
963	3874	2154
964	3878	2150
965	3882	2146
966	3885	2141
967	3889	2137
968	3893	2133
969	3897	2129
970	3901	2125
971	3905	2121
972	3908	2117
973	3912	2112
974	3916	2109
975	3920	2104
976	3924	2100
977	3928	2096
978	3932	2092
979	3935	2088
980	3939	2084
981	3942	2079
982	3946	2075
983	3950	2071
984	3954	2067
985	3958	2063
986	3962	2059
987	3966	2055
988	3970	2051
989	3973	2047
990	3977	2042
991	3981	2039
992	3985	2034
993	3989	2030
994	3992	2026
995	3997	2022
996	4001	2018
997	4005	2014
998	4009	2010
999	4013	2006
1000	4017	2002
1001	4021	1998
1002	4025	1994
1003	4029	1990
1004	4033	1986
1005	4037	1982
1006	4040	1978
1007	4044	1974
1008	4048	1970
1009	4052	1966
1010	4055	1961
1011	4059	1957
1012	4063	1953
1013	4067	1949
1014	4072	1945
1015	4076	1941
1016	4080	1937
1017	4083	1933
1018	4087	1929
1019	4091	1925
1020	4096	1921
1021	4100	1917
1022	4104	1913
1023	4107	1909
1024	4111	1905
1025	4115	1901
1026	4119	1897
1027	4123	1893
1028	4127	1889
1029	4131	1885
1030	4135	1881
1031	4139	1877
1032	4143	1873
1033	4147	1869
1034	4151	1865
1035	4155	1861
1036	4159	1857
1037	4163	1853
1038	4167	1849
1039	4171	1845
1040	4175	1841
1041	4179	1837
1042	4183	1833
1043	4187	1829
1044	4191	1824
1045	4195	1820
1046	4199	1817
1047	4203	1812
1048	4207	1808
1049	4211	1804
1050	4215	1800
1051	4218	1796
1052	4222	1792
1053	4226	1788
1054	4230	1784
1055	4234	1780
1056	4238	1776
1057	4242	1772
1058	4246	1768
1059	4250	1764
1060	4253	1760
1061	4257	1756
1062	4261	1751
1063	4265	1747
1064	4269	1743
1065	4273	1739
1066	4277	1735
1067	4280	1731
1068	4284	1727
1069	4288	1723
1070	4292	1719
1071	4296	1715
1072	4300	1711
1073	4304	1707
1074	4308	1703
1075	4311	1699
1076	4315	1695
1077	4319	1691
1078	4323	1687
1079	4327	1682
1080	4331	1678
1081	4335	1674
1082	4339	1670
1083	4342	1666
1084	4346	1662
1085	4350	1658
1086	4354	1654
1087	4357	1650
1088	4361	1646
1089	4365	1642
1090	4369	1637
1091	4373	1633
1092	4377	1629
1093	4381	1625
1094	4384	1621
1095	4388	1617
1096	4392	1613
1097	4395	1609
1098	4400	1605
1099	4404	1601
1100	4408	1597
1101	4411	1593
1102	4415	1589
1103	4419	1585
1104	4422	1581
1105	4426	1576
1106	4430	1572
1107	4434	1568
1108	4437	1564
1109	4441	1560
1110	4445	1556
1111	4449	1552
1112	4452	1548
1113	4456	1544
1114	4460	1540
1115	4463	1535
1116	4467	1531
1117	4471	1527
1118	4475	1523
1119	4479	1519
1120	4483	1515
1121	4486	1511
1122	4490	1507
1123	4494	1503
1124	4498	1499
1125	4502	1495
1126	4505	1491
1127	4509	1487
1128	4513	1483
1129	4516	1479
1130	4520	1474
1131	4524	1470
1132	4528	1466
1133	4532	1462
1134	4535	1458
1135	4540	1454
1136	4543	1450
1137	4547	1446
1138	4551	1442
1139	4555	1438
1140	4558	1434
1141	4563	1430
1142	4566	1426
1143	4570	1422
1144	4574	1418
1145	4578	1414
1146	4582	1410
1147	4586	1406
1148	4591	1402
1149	4595	1398
1150	4599	1394
1151	4603	1390
1152	4607	1386
1153	4611	1382
1154	4615	1378
1155	4619	1374
1156	4623	1370
1157	4627	1366
1158	4631	1362
1159	4635	1358
1160	4638	1354
1161	4642	1350
1162	4646	1346
1163	4650	1342
1164	4654	1338
1165	4658	1334
1166	4662	1330
1167	4665	1326
1168	4669	1322
1169	4673	1318
1170	4677	1314
1171	4681	1310
1172	4684	1306
1173	4688	1301
1174	4692	1298
1175	4696	1294
1176	4700	1289
1177	4704	1285
1178	4708	1281
1179	4712	1278
1180	4716	1274
1181	4720	1270
1182	4724	1266
1183	4728	1262
1184	4732	1258
1185	4736	1254
1186	4740	1250
1187	4744	1246
1188	4748	1242
1189	4752	1238
1190	4756	1234
1191	4760	1230
1192	4764	1226
1193	4768	1222
1194	4772	1218
1195	4776	1214
1196	4780	1210
1197	4783	1205
1198	4788	1202
1199	4792	1198
1200	4796	1194
1201	4800	1190
1202	4804	1186
1203	4808	1182
1204	4812	1178
1205	4815	1174
1206	4819	1170
1207	4823	1166
1208	4827	1161
1209	4831	1157
1210	4835	1153
1211	4839	1149
1212	4842	1145
1213	4846	1141
1214	4850	1137
1215	4854	1133
1216	4858	1129
1217	4862	1125
1218	4865	1121
1219	4869	1117
1220	4873	1113
1221	4878	1109
1222	4882	1105
1223	4886	1101
1224	4890	1097
1225	4893	1093
1226	4897	1089
1227	4901	1085
1228	4905	1081
1229	4909	1077
1230	4913	1073
1231	4918	1069
1232	4922	1065
1233	4926	1061
1234	4930	1057
1235	4935	1054
1236	4939	1050
1237	4943	1046
1238	4947	1042
1239	4951	1038
1240	4955	1034
1241	4959	1030
1242	4963	1026
1243	4967	1022
1244	4971	1018
1245	4975	1014
1246	4980	1010
1247	4983	1006
1248	4988	1002
1249	4992	998
1250	4996	994
1251	5001	990
1252	5005	986
1253	5009	982
1254	5013	978
1255	5017	974
1256	5021	970
1257	5025	966
1258	5029	962
1259	5033	958
1260	5037	954
1261	5041	950
1262	5046	946
1263	5050	943
1264	5055	939
1265	5059	935
1266	5063	931
1267	5068	927
1268	5072	923
1269	5076	919
1270	5080	915
1271	5084	911
1272	5088	907
1273	5092	903
1274	5096	899
1275	5101	895
1276	5105	891
1277	5109	887
1278	5113	883
1279	5117	879
1280	5121	875
1281	5125	871
1282	5129	867
1283	5133	863
1284	5137	859
1285	5142	855
1286	5146	851
1287	5150	847
1288	5153	843
1289	5157	839
1290	5161	835
1291	5165	831
1292	5169	827
1293	5173	823
1294	5176	819
1295	5180	815
1296	5184	811
1297	5188	807
1298	5192	803
1299	5196	799
1300	5200	795
1301	5204	791
1302	5208	787
1303	5212	783
1304	5216	779
1305	5219	775
1306	5223	771
1307	5227	767
1308	5231	763
1309	5235	759
1310	5239	755
1311	5243	751
1312	5247	747
1313	5250	743
1314	5254	739
1315	5258	735
1316	5262	731
1317	5266	727
1318	5270	723
1319	5274	719
1320	5278	715
1321	5282	711
1322	5286	707
1323	5290	703
1324	5294	699
1325	5298	695
1326	5302	691
1327	5306	687
1328	5310	683
1329	5314	679
1330	5317	675
1331	5321	671
1332	5325	667
1333	5329	663
1334	5333	659
1335	5337	655
1336	5341	651
1337	5344	647
1338	5348	643
1339	5352	639
1340	5356	635
1341	5360	631
1342	5364	627
1343	5368	623
1344	5372	619
1345	5376	615
1346	5379	611
1347	5383	607
1348	5387	603
1349	5391	599
1350	5395	595
1351	5399	591
1352	5402	587
1353	5407	583
1354	5411	579
1355	5415	575
1356	5419	571
1357	5423	567
1358	5427	563
1359	5431	559
1360	5435	555
1361	5439	551
1362	5443	547
1363	5447	543
1364	5451	539
1365	5455	535
1366	5459	531
1367	5463	527
1368	5467	523
1369	5471	519
1370	5475	515
1371	5479	511
1372	5483	507
1373	5486	503
1374	5490	499
1375	5494	495
1376	5498	491
1377	5502	487
1378	5506	483
1379	5510	479
1380	5514	475
1381	5518	471
1382	5522	467
1383	5526	463
1384	5530	459
1385	5534	455
1386	5538	451
1387	5542	447
1388	5546	443
1389	5550	439
1390	5554	435
1391	5558	431
1392	5561	427
1393	5565	423
1394	5570	419
1395	5573	415
1396	5578	411
1397	5581	407
1398	5586	403
1399	5589	399
1400	5593	395
1401	5597	391
1402	5601	387
1403	5605	383
1404	5609	379
1405	5612	375
1406	5616	371
1407	5620	367
1408	5624	363
1409	5628	359
1410	5632	355
1411	5636	351
1412	5640	347
1413	5643	343
1414	5647	339
1415	5651	335
1416	5655	331
1417	5659	327
1418	5663	323
1419	5667	319
1420	5671	315
1421	5675	311
1422	5678	307
1423	5682	303
1424	5686	299
1425	5690	295
1426	5694	291
1427	5698	287
1428	5701	283
1429	5705	279
1430	5709	275
1431	5713	271
1432	5716	267
1433	5720	263
1434	5724	259
1435	5728	255
1436	5732	251
1437	5736	247
1438	5740	243
1439	5743	239
1440	5747	235
1441	5751	231
1442	5754	227
1443	5758	223
1444	5762	219
1445	5765	215
1446	5769	211
1447	5773	207
1448	5777	203
1449	5781	199
1450	5785	195
1451	5789	191
1452	5792	187
1453	5796	183
1454	5800	179
1455	5804	175
1456	5807	171
1457	5811	167
1458	5815	163
1459	5819	159
1460	5823	155
1461	5827	151
1462	5830	147
1463	5834	143
1464	5838	139
1465	5842	135
1466	5845	131
1467	5849	127
1468	5853	123
1469	5857	119
1470	5860	115
1471	5864	111
1472	5868	107
1473	5871	103
1474	5875	99
1475	5879	95
1476	5883	91
1477	5887	87
1478	5890	83
1479	5894	79
1480	5897	75
1481	5901	71
1482	5905	67
1483	5909	63
1484	5912	59
1485	5916	55
1486	5921	51
1487	5925	47
1488	5928	43
1489	5933	39
1490	5936	35
1491	5940	31
1492	5944	27
1493	5948	23
1494	5951	19
1495	5955	15
1496	5959	11
1497	5962	7
1498	5966	3
1499	5970	0
