iter	MAE
132	4.554483773
133	4.554377027
134	4.554275903
135	4.543691854
136	4.543600463
137	4.543514439
138	4.535058938
139	4.523433273
140	4.51921444
141	4.519124076
142	4.514625267
143	4.513031228
144	4.511964274
145	4.511602202
146	4.50454682
147	4.504486418
148	4.504464673
149	4.499203197
150	4.495738538
151	4.490411823
152	4.488766365
153	4.479300099
154	4.478534024
155	4.478345751
156	4.476556936
157	4.4759957
158	4.475938807
159	4.467559252
160	4.453436442
161	4.452906643
162	4.451883082
163	4.444187679
164	4.443911146
165	4.443433012
166	4.441562215
167	4.440751107
168	4.435758436
169	4.430052265
170	4.430001304
171	4.42969717
172	4.42963237
173	4.429491116
174	4.429424629
175	4.428385387
176	4.426966646
177	4.42633014
178	4.424941774
179	4.42389968
180	4.422985532
181	4.420980067
182	4.414388621
183	4.414134201
184	4.413569286
185	4.411778953
186	4.411182012
187	4.410901033
188	4.409003569
189	4.408994523
190	4.408981748
191	4.407253259
192	4.407242086
193	4.40629075
194	4.405837204
195	4.405827136
196	4.405652005
197	4.405522972
198	4.401447667
199	4.401376426
200	4.401350572
201	4.396683004
202	4.395806696
203	4.395798348
204	4.393928852
205	4.393902736
206	4.393649266
207	4.391225328
208	4.38920941
209	4.389203117
210	4.387178633
211	4.386182557
212	4.386164183
213	4.38614669
214	4.374143748
215	4.362822064
216	4.355125633
217	4.346171522
218	4.331087474
219	4.323303261
220	4.317005843
221	4.312293498
222	4.307769139
223	4.302408568
224	4.297502296
225	4.293740438
226	4.290220196
227	4.280703799
228	4.278043392
229	4.275595415
230	4.27240116
231	4.268939706
232	4.267138613
233	4.265192892
234	4.263402238
235	4.261605622
236	4.260095627
237	4.258829559
238	4.257607063
239	4.246561899
240	4.24560243
241	4.244711633
242	4.243802481
243	4.242973356
244	4.238275833
245	4.234732282
246	4.231027171
247	4.231023978
248	4.225732777
249	4.220887324
250	4.217648748
251	4.212361944
252	4.209651623
253	4.207202393
254	4.199628736
255	4.19274124
256	4.186608187
257	4.181263926
258	4.17659899
259	4.172354211
260	4.169634782
261	4.160781568
262	4.159335593
263	4.159116243
264	4.15911311
265	4.158289102
266	4.15748664
267	4.155852229
268	4.155081103
269	4.154534466
270	4.153152989
271	4.153136089
272	4.145485585
273	4.138374546
274	4.138152699
275	4.131440286
276	4.127567658
277	4.126348225
278	4.126256359
279	4.125404635
280	4.124615172
281	4.123894612
282	4.123593861
283	4.123580369
284	4.123569091
285	4.123558378
286	4.123548217
287	4.123394394
288	4.122151732
289	4.121145213
290	4.12007602
291	4.11920626
292	4.118379989
293	4.112323879
294	4.112300356
295	4.112272829
296	4.11225256
297	4.112226662
298	4.112208452
299	4.112191165
300	4.112171777
301	4.112157823
302	4.112154419
303	4.112151184
304	4.112138477
305	4.112135557
306	4.112123882
307	4.111924265
308	4.109516549
309	4.108721703
310	4.108073635
311	4.10253939
312	4.097315793
313	4.091471749
314	4.088979476
315	4.087633583
316	4.082190088
317	4.080256928
318	4.076042384
319	4.075655517
320	4.074925187
321	4.0742641
322	4.073644363
323	4.073426012
324	4.069480072
325	4.069019684
326	4.064935134
327	4.060792613
328	4.056865554
329	4.053175596
330	4.04975115
331	4.046527526
332	4.046310055
333	4.04620976
334	4.044262297
335	4.044169436
336	4.044034946
337	4.044034625
338	4.040048767
339	4.039914316
340	4.038692431
341	4.038634121
342	4.038524089
343	4.037731569
344	4.037582604
345	4.036481497
346	4.03626943
347	4.02997591
348	4.028137154
349	4.02666404
350	4.024852002
351	4.023799936
352	4.023798567
353	4.023498829
354	4.022498801
355	4.019966841
356	4.016484659
357	4.015886666
358	4.014391598
359	4.011814924
360	4.011697273
361	4.00866659
362	4.006914226
363	4.006812554
364	4.005266331
365	4.003876347
366	4.003789965
367	4.003789881
368	3.993044148
369	3.99243323
370	3.982732044
371	3.972617351
372	3.963417982
373	3.955351336
374	3.948256654
375	3.946082069
376	3.944080267
377	3.94221092
378	3.941548683
379	3.939799334
380	3.93872268
381	3.938583599
382	3.937248874
383	3.929613626
384	3.928063155
385	3.919745335
386	3.918308463
387	3.915867439
388	3.913562355
389	3.911401841
390	3.909378972
391	3.901985863
392	3.900202746
393	3.9000346
394	3.89987693
395	3.899711286
396	3.899705221
397	3.899700781
398	3.89955068
399	3.893116923
400	3.892535126
401	3.891987531
402	3.891983125
403	3.890646351
404	3.890616393
405	3.882045605
406	3.882002287
407	3.87919571
408	3.875317873
409	3.874473583
410	3.874473519
411	3.874473458
412	3.870250141
413	3.869098894
414	3.869084205
415	3.86776293
416	3.867131674
417	3.8658741
418	3.865874074
419	3.861265051
420	3.859556273
421	3.859518815
422	3.859486751
423	3.859453026
424	3.859404005
425	3.85937651
426	3.859178387
427	3.858973906
428	3.857384393
429	3.857276524
430	3.85701992
431	3.856993017
432	3.856967459
433	3.856943179
434	3.855463073
435	3.855440006
436	3.855418094
437	3.854430331
438	3.854411466
439	3.853315704
440	3.848531257
441	3.848504667
442	3.848504287
443	3.847879571
444	3.847879208
445	3.847878866
446	3.847868627
447	3.842195867
448	3.837802222
449	3.833950513
450	3.833243931
451	3.831328192
452	3.830302078
453	3.829657256
454	3.828251326
455	3.827054088
456	3.825695621
457	3.824439162
458	3.823360767
459	3.822522235
460	3.820323035
461	3.817697554
462	3.816956193
463	3.816239331
464	3.813871151
465	3.812763957
466	3.810664062
467	3.807278537
468	3.806969617
469	3.80669611
470	3.806444354
471	3.806347081
472	3.802400018
473	3.799549941
474	3.795465337
475	3.795443899
476	3.793960686
477	3.793886398
478	3.793605343
479	3.793342696
480	3.793109288
481	3.792887615
482	3.792813148
483	3.792320106
484	3.792127387
485	3.790629656
486	3.790629415
487	3.790629187
488	3.790586679
489	3.789816882
490	3.789515137
491	3.789346736
492	3.789190526
493	3.788930701
494	3.788523889
495	3.788157366
496	3.787418213
497	3.787088392
498	3.786479856
499	3.785893394
500	3.784835166
501	3.783568081
502	3.783385601
503	3.783216822
504	3.783064196
505	3.782919381
506	3.782789529
507	3.782669673
508	3.782662923
509	3.782322776
510	3.782314041
511	3.781983913
512	3.781552004
513	3.781335188
514	3.781329571
515	3.780943749
516	3.774366169
517	3.774084514
518	3.773923962
519	3.773907842
520	3.773893546
521	3.773879969
522	3.773773493
523	3.773760595
524	3.773483565
525	3.77347475
526	3.772018542
527	3.770677724
528	3.769414677
529	3.769140135
530	3.76886913
531	3.768840087
532	3.768507007
533	3.764388075
534	3.764164757
535	3.764120398
536	3.762310182
537	3.762276579
538	3.762257221
539	3.76225526
540	3.761775829
541	3.761643726
542	3.759788724
543	3.758748936
544	3.758732874
545	3.758374736
546	3.758359632
547	3.75287921
548	3.752875162
549	3.752863144
550	3.752850041
551	3.75284632
552	3.749763741
553	3.749607509
554	3.748743466
555	3.747846559
556	3.747841996
557	3.74782901
558	3.746584428
559	3.745443078
560	3.744824715
561	3.744821208
562	3.7448206
563	3.744820585
564	3.7446639
565	3.744570885
566	3.744297663
567	3.743016799
568	3.738689923
569	3.73786298
570	3.736860825
571	3.73643664
572	3.73627748
573	3.736272454
574	3.736137636
575	3.734348919
576	3.733275764
577	3.732133891
578	3.731012052
579	3.719378257
580	3.719194673
581	3.718231927
582	3.717993996
583	3.717131329
584	3.716316328
585	3.715582291
586	3.714645259
587	3.713853221
588	3.713477481
589	3.712776039
590	3.712773356
591	3.712721144
592	3.712423837
593	3.701726647
594	3.701477536
595	3.701097525
596	3.70074305
597	3.690815738
598	3.690371047
599	3.690365126
600	3.690359554
601	3.688376483
602	3.68837517
603	3.688265464
604	3.688261525
605	3.687437449
606	3.687294702
607	3.683352881
608	3.683069981
609	3.683066891
610	3.682975949
611	3.682828247
612	3.682064861
613	3.681942853
614	3.681827153
615	3.681756736
616	3.681024206
617	3.680421326
618	3.679864578
619	3.679863004
620	3.679356895
621	3.678930815
622	3.678524368
623	3.678148973
624	3.677750687
625	3.67757444
626	3.677410213
627	3.67728374
628	3.677185713
629	3.675556036
630	3.67406491
631	3.674058713
632	3.673949275
633	3.673851045
634	3.673619503
635	3.673498339
636	3.67310062
637	3.672985521
638	3.671597377
639	3.671506599
640	3.671348603
641	3.671147263
642	3.670902555
643	3.670664591
644	3.67050437
645	3.670363892
646	3.67030324
647	3.670245691
648	3.670129211
649	3.66960689
650	3.668177826
651	3.667295796
652	3.667069204
653	3.665845401
654	3.66494775
655	3.664944731
656	3.664943136
657	3.664743589
658	3.664554138
659	3.66438401
660	3.663180719
661	3.663150629
662	3.662805005
663	3.66247693
664	3.65431391
665	3.654163214
666	3.653754944
667	3.651467283
668	3.651451419
669	3.644415056
670	3.641253769
671	3.641044912
672	3.640588068
673	3.639559537
674	3.631762677
675	3.630716867
676	3.630660269
677	3.630461615
678	3.630455078
679	3.630333545
680	3.629948631
681	3.629939293
682	3.629938894
683	3.629934488
684	3.629930507
685	3.629926685
686	3.629923055
687	3.629919607
688	3.629916332
689	3.629913223
690	3.629910103
691	3.629908262
692	3.629905456
693	3.629902798
694	3.629901214
695	3.629420082
696	3.629188392
697	3.629037876
698	3.628547162
699	3.628539104
700	3.628531601
701	3.628524513
702	3.62851778
703	3.628511383
704	3.628454763
705	3.628453252
706	3.628451811
707	3.628450442
708	3.62844623
709	3.628359802
710	3.628359308
711	3.628237111
712	3.627811996
713	3.62778967
714	3.627786015
715	3.627785708
716	3.623807217
717	3.619832725
718	3.619649966
719	3.619631879
720	3.619622721
721	3.619349269
722	3.619341282
723	3.619193037
724	3.618936208
725	3.618797027
726	3.618642301
727	3.618409275
728	3.61837
729	3.618148857
730	3.617962392
731	3.617961755
732	3.61796031
733	3.617958938
734	3.617957883
735	3.617766598
736	3.617766522
737	3.617766333
738	3.61776499
739	3.617764948
740	3.617764908
741	3.61776471
742	3.617764593
743	3.617636389
744	3.617629371
745	3.61689437
746	3.616868516
747	3.616858787
748	3.616849545
749	3.616842539
750	3.616462915
751	3.616387211
752	3.616021231
753	3.610445579
754	3.610436763
755	3.610436639
756	3.60682069
757	3.606819501
758	3.604986693
759	3.604986302
760	3.604977955
761	3.60440202
762	3.604394252
763	3.604337704
764	3.604330191
765	3.604329894
766	3.604321563
767	3.604316204
768	3.604314223
769	3.604306879
770	3.603992628
771	3.603291132
772	3.601214611
773	3.600973776
774	3.600924201
775	3.594418946
776	3.594418266
777	3.59440759
778	3.594254618
779	3.59425379
780	3.594243028
781	3.594098623
782	3.594011423
783	3.593446008
784	3.593337109
785	3.592948701
786	3.592448425
787	3.590307341
788	3.590306933
789	3.590306547
790	3.590271742
791	3.58983634
792	3.589836175
793	3.58980619
794	3.589396635
795	3.58838023
796	3.588205901
797	3.588204794
798	3.588202248
799	3.588194489
800	3.58744987
801	3.587442476
802	3.587438561
803	3.587431987
804	3.587423682
805	3.587119584
806	3.58298607
807	3.582544946
808	3.582542055
809	3.581700612
810	3.580949727
811	3.57919565
812	3.576508418
813	3.574690931
814	3.572964398
815	3.572712385
816	3.572706924
817	3.572701827
818	3.572693854
819	3.57141755
820	3.569931632
821	3.569189021
822	3.566640252
823	3.564949271
824	3.563974279
825	3.56341744
826	3.5593246
827	3.559314603
828	3.558346175
829	3.554999595
830	3.551178395
831	3.551095694
832	3.551058076
833	3.550891859
834	3.550652952
835	3.550543213
836	3.549762193
837	3.548846695
838	3.548021361
839	3.547270995
840	3.545230197
841	3.545226825
842	3.545223628
843	3.545156708
844	3.541643156
845	3.541640407
846	3.540752375
847	3.540716702
848	3.540688735
849	3.540684709
850	3.540585209
851	3.539741563
852	3.535159236
853	3.534866691
854	3.530532702
855	3.527789909
856	3.527607821
857	3.52720696
858	3.527206338
859	3.526903551
860	3.525560787
861	3.524735327
862	3.524734442
863	3.524664698
864	3.524588619
865	3.524588315
866	3.524576441
867	3.524564678
868	3.524498042
869	3.52449787
870	3.524497849
871	3.524427861
872	3.524308007
873	3.524249651
874	3.524195286
875	3.524146581
876	3.524017518
877	3.52397397
878	3.523935963
879	3.523809752
880	3.523699562
881	3.523584792
882	3.523547453
883	3.523529391
884	3.523528162
885	3.523527917
886	3.523417327
887	3.523417308
888	3.523075691
889	3.523059024
890	3.522483497
891	3.522482036
892	3.522466449
893	3.522451642
894	3.522412921
895	3.52217672
896	3.522176663
897	3.522174358
898	3.521560203
899	3.521557943
900	3.521364963
901	3.521086572
902	3.5208221
903	3.520812689
904	3.518692036
905	3.51842863
906	3.518419509
907	3.516957892
908	3.515745534
909	3.514867739
910	3.511464199
911	3.508389912
912	3.507720713
913	3.507042177
914	3.506430168
915	3.504718043
916	3.504401412
917	3.502065993
918	3.502045345
919	3.502040183
920	3.50203562
921	3.501753073
922	3.501707517
923	3.501668973
924	3.501665916
925	3.501653352
926	3.501649754
927	3.501575324
928	3.500744176
929	3.500729842
930	3.496196308
931	3.496085639
932	3.496075191
933	3.496066147
934	3.494466884
935	3.492676871
936	3.492674474
937	3.49263447
938	3.486832016
939	3.486829395
940	3.486727537
941	3.486630773
942	3.486626095
943	3.48660645
944	3.486602022
945	3.486418234
946	3.486415592
947	3.486328229
948	3.486245235
949	3.48624475
950	3.486244533
951	3.486212876
952	3.485415213
953	3.484687432
954	3.484594521
955	3.484496229
956	3.484446838
957	3.484399964
958	3.48185426
959	3.480840236
960	3.480831501
961	3.480812701
962	3.480793995
963	3.480749595
964	3.480597277
965	3.480085283
966	3.479617859
967	3.479578666
968	3.479560248
969	3.474608451
970	3.474569082
971	3.472716171
972	3.472599512
973	3.472492873
974	3.472475284
975	3.472464865
976	3.472442372
977	3.471962909
978	3.471953212
979	3.471944082
980	3.471922879
981	3.471907637
982	3.471835657
983	3.471825581
984	3.471815438
985	3.471376668
986	3.471276025
987	3.471264746
988	3.470847879
989	3.469915577
990	3.469580289
991	3.469126274
992	3.464243562
993	3.462192454
994	3.460721508
995	3.460232592
996	3.459038402
997	3.458170847
998	3.457644466
999	3.45261809
1000	3.452525573
1001	3.452495663
1002	3.45185681
1003	3.451262394
1004	3.444206772
1005	3.444204162
1006	3.437508168
1007	3.43749401
1008	3.437486346
1009	3.437484933
1010	3.431144573
1011	3.42512541
1012	3.419415007
1013	3.419412514
1014	3.41941009
1015	3.419238995
1016	3.419226147
1017	3.419213946
1018	3.419202355
1019	3.418769665
1020	3.41874907
1021	3.418729613
1022	3.41862278
1023	3.418619393
1024	3.418615219
1025	3.418613133
1026	3.418599421
1027	3.418582108
1028	3.418237584
1029	3.418234487
1030	3.417910793
1031	3.417907737
1032	3.41790421
1033	3.417902648
1034	3.417901591
1035	3.4179007
1036	3.417791894
1037	3.41675919
1038	3.416051274
1039	3.415378753
1040	3.414739858
1041	3.414072148
1042	3.414071594
1043	3.41369862
1044	3.413697607
1045	3.413696018
1046	3.413669415
1047	3.413053586
1048	3.412832891
1049	3.412830774
1050	3.412823203
1051	3.412822533
1052	3.412810902
1053	3.412799894
1054	3.412507952
1055	3.412501977
1056	3.412452499
1057	3.41244914
1058	3.41238876
1059	3.412307393
1060	3.412139367
1061	3.411976289
1062	3.411654823
1063	3.411360678
1064	3.410150962
1065	3.409928423
1066	3.409702679
1067	3.409415652
1068	3.408848162
1069	3.408818146
1070	3.407897606
1071	3.407748883
1072	3.406214509
1073	3.406104774
1074	3.40593033
1075	3.405878848
1076	3.405877722
1077	3.40579175
1078	3.405294942
1079	3.405217948
1080	3.405118438
1081	3.405072339
1082	3.405028552
1083	3.404979725
1084	3.404879523
1085	3.404859015
1086	3.404821434
1087	3.404785758
1088	3.404782873
1089	3.404782417
1090	3.404781985
1091	3.404757036
1092	3.404744319
1093	3.404732239
1094	3.404725594
1095	3.404713773
1096	3.404064887
1097	3.404053496
1098	3.403290135
1099	3.402940332
1100	3.402303612
1101	3.402303045
1102	3.401975712
1103	3.401667943
1104	3.401379081
1105	3.400928392
1106	3.400554879
1107	3.40020156
1108	3.400199321
1109	3.39497688
1110	3.389990094
1111	3.384652858
1112	3.384568431
1113	3.384563058
1114	3.382438299
1115	3.382438062
1116	3.379888062
1117	3.379880696
1118	3.37977061
1119	3.379666233
1120	3.379579809
1121	3.379541263
1122	3.37950635
1123	3.379473182
1124	3.379418426
1125	3.379352866
1126	3.379298939
1127	3.377665039
1128	3.377614507
1129	3.377567128
1130	3.377522119
1131	3.37747936
1132	3.377312167
1133	3.377041603
1134	3.377009101
1135	3.376543895
1136	3.376519811
1137	3.376269107
1138	3.376232753
1139	3.375999482
1140	3.375922268
1141	3.37590807
1142	3.375878453
1143	3.375851107
1144	3.37582691
1145	3.375570705
1146	3.375336088
1147	3.375334697
1148	3.374957485
1149	3.37485559
1150	3.374854215
1151	3.373160841
1152	3.373151252
1153	3.373142406
1154	3.373141795
1155	3.373125803
1156	3.373110743
1157	3.373096435
1158	3.373085078
1159	3.373074946
1160	3.373074232
1161	3.373054233
1162	3.373054014
1163	3.373047758
1164	3.373041814
1165	3.372948498
1166	3.372861444
1167	3.372845631
1168	3.372831124
1169	3.372817346
1170	3.372384862
1171	3.372373904
1172	3.372363488
1173	3.37235361
1174	3.372347383
1175	3.372341654
1176	3.372336212
1177	3.372331042
1178	3.372326627
1179	3.37232368
1180	3.37232088
1181	3.37231822
1182	3.37231617
1183	3.372315169
1184	3.372314219
1185	3.372313316
1186	3.372242315
1187	3.372227778
1188	3.37222692
1189	3.37222581
1190	3.372225004
1191	3.372224238
1192	3.372223511
1193	3.372222815
1194	3.372221128
1195	3.372040518
1196	3.371882774
1197	3.371872701
1198	3.371872666
1199	3.371872001
1200	3.371862478
1201	3.371861459
1202	3.371797751
1203	3.371797677
1204	3.371740124
1205	3.371708769
1206	3.371300867
1207	3.371292291
1208	3.371262587
1209	3.370876557
1210	3.370848392
1211	3.370481883
1212	3.370395823
1213	3.370276791
1214	3.369928662
1215	3.369868407
1216	3.369553393
1217	3.369190618
1218	3.368959856
1219	3.368760202
1220	3.367541295
1221	3.367333897
1222	3.362140169
1223	3.361883635
1224	3.36080186
1225	3.36060159
1226	3.3591923
1227	3.359163652
1228	3.358991356
1229	3.358689131
1230	3.358688663
1231	3.356602726
1232	3.356563999
1233	3.356553168
1234	3.356551912
1235	3.356398689
1236	3.35629722
1237	3.356227436
1238	3.355929839
1239	3.355729587
1240	3.355725282
1241	3.355699886
1242	3.355699093
1243	3.355617577
1244	3.355521909
1245	3.355405685
1246	3.355289862
1247	3.354959964
1248	3.354787541
1249	3.354678829
1250	3.354591617
1251	3.354590576
1252	3.35458983
1253	3.354580594
1254	3.354579637
1255	3.353858343
1256	3.353198219
1257	3.35317546
1258	3.353088492
1259	3.35308336
1260	3.353052823
1261	3.353023813
1262	3.352997862
1263	3.352985725
1264	3.352981394
1265	3.351459525
1266	3.351334946
1267	3.351200093
1268	3.351079615
1269	3.350899361
1270	3.350830392
1271	3.350663035
1272	3.349279799
1273	3.34915511
1274	3.348795774
1275	3.348670782
1276	3.348430765
1277	3.348411319
1278	3.348410757
1279	3.348409853
1280	3.348407193
1281	3.348097972
1282	3.348097424
1283	3.347982251
1284	3.3476954
1285	3.347685237
1286	3.347638274
1287	3.347637549
1288	3.34763674
1289	3.347635946
1290	3.347569683
1291	3.347568041
1292	3.347567321
1293	3.347505137
1294	3.347446071
1295	3.347318086
1296	3.347282106
1297	3.347282024
1298	3.347264976
1299	3.347264291
1300	3.347230304
1301	3.347225374
1302	3.347225073
1303	3.347223573
1304	3.347222266
1305	3.347221653
1306	3.347197215
1307	3.347176619
1308	3.34701413
1309	3.347013449
1310	3.347013037
1311	3.34690957
1312	3.346745292
1313	3.346745261
1314	3.346737841
1315	3.346726291
1316	3.346726221
1317	3.346726
1318	3.345576999
1319	3.345576984
1320	3.345576971
1321	3.345560449
1322	3.343323544
1323	3.343301633
1324	3.341685038
1325	3.341471981
1326	3.341471965
1327	3.341471677
1328	3.341023403
1329	3.341022995
1330	3.341019021
1331	3.341018988
1332	3.341018504
1333	3.341014903
1334	3.340923949
1335	3.340913407
1336	3.340912216
1337	3.340886667
1338	3.340877928
1339	3.340856292
1340	3.340853712
1341	3.340779425
1342	3.340775084
1343	3.340593939
1344	3.34033973
1345	3.340334937
1346	3.340295434
1347	3.340288933
1348	3.34025143
1349	3.340245319
1350	3.340210216
1351	3.340178172
1352	3.340174027
1353	3.340151289
1354	3.340148328
1355	3.339996673
1356	3.339994104
1357	3.33995316
1358	3.33991149
1359	3.339550636
1360	3.339549294
1361	3.339549118
1362	3.339463061
1363	3.33945736
1364	3.339456925
1365	3.339450928
1366	3.33944524
1367	3.339255024
1368	3.3392543
1369	3.338063767
1370	3.337663167
1371	3.337656833
1372	3.337649172
1373	3.337647304
1374	3.337644344
1375	3.337639439
1376	3.337638432
1377	3.3371416
1378	3.337136442
1379	3.33587355
1380	3.335296386
1381	3.335290828
1382	3.335287109
1383	3.335239272
1384	3.335108585
1385	3.335099572
1386	3.334856215
1387	3.334855751
1388	3.334850026
1389	3.334822794
1390	3.334757811
1391	3.334757214
1392	3.334717856
1393	3.334687845
1394	3.334674219
1395	3.334616542
1396	3.334615412
1397	3.334592419
1398	3.33265291
1399	3.332646746
1400	3.332646338
1401	3.332614408
1402	3.332159669
1403	3.332136293
1404	3.331926488
1405	3.326792693
1406	3.326774401
1407	3.326672304
1408	3.326567557
1409	3.321704062
1410	3.321689588
1411	3.321595041
1412	3.321479699
1413	3.321391159
1414	3.320437217
1415	3.320305744
1416	3.320305674
1417	3.320195441
1418	3.320074997
1419	3.315688597
1420	3.315173121
1421	3.315172474
1422	3.315067931
1423	3.315061571
1424	3.310845192
1425	3.31065558
1426	3.310650219
1427	3.310438379
1428	3.310257274
1429	3.31024137
1430	3.310198244
1431	3.310196115
1432	3.310179352
1433	3.310157501
1434	3.309979723
1435	3.309964163
1436	3.30996266
1437	3.309961237
1438	3.30995279
1439	3.309873212
1440	3.309865246
1441	3.309865019
1442	3.309859613
1443	3.30985297
1444	3.309851292
1445	3.309376958
1446	3.309371512
1447	3.309188261
1448	3.309185029
1449	3.309180116
1450	3.309177789
1451	3.309157302
1452	3.309041499
1453	3.308422938
1454	3.307872111
1455	3.307421276
1456	3.306583536
1457	3.30598282
1458	3.305322289
1459	3.304789704
1460	3.304479584
1461	3.304443088
1462	3.304437811
1463	3.304420354
1464	3.304417856
1465	3.304405241
1466	3.300224227
1467	3.300208768
1468	3.299795675
1469	3.295576284
1470	3.291569637
1471	3.287769553
1472	3.287764189
1473	3.287763981
1474	3.287763762
1475	3.287712611
1476	3.287686362
1477	3.28759323
1478	3.287501573
1479	3.287144875
1480	3.287057817
1481	3.28702101
1482	3.286986043
1483	3.286952397
1484	3.286624566
1485	3.286591603
1486	3.286561191
1487	3.28647496
1488	3.286393046
1489	3.286353417
1490	3.286317384
1491	3.285968116
1492	3.285511871
1493	3.28547871
1494	3.285478224
1495	3.284923804
1496	3.28482001
1497	3.284758995
1498	3.2843261
1499	3.284298298
