id,측정일시,작업유형,year,month,day,hour,minute,day_of_week,is_weekend,q15_index,sin_day,cos_day,sin_week,cos_week,season,is_holiday
32088,2024-12-01 06:15:00,Light_Load,2024,12,1,6,15,6,1,25,0.9978589232386035,-0.06540312923014314,-0.6161525479096177,0.7876268391214752,winter,0
32089,2024-12-01 06:30:00,Light_Load,2024,12,1,6,30,6,1,26,0.9914448613738104,-0.1305261922200516,-0.608761429008721,0.7933533402912349,winter,0
32090,2024-12-01 06:45:00,Light_Load,2024,12,1,6,45,6,1,27,0.9807852804032304,-0.1950903220161282,-0.6013170912984062,0.7990104853582488,winter,0
32091,2024-12-01 07:00:00,Light_Load,2024,12,1,7,0,6,1,28,0.9659258262890683,-0.25881904510252063,-0.593820185573502,0.804597779766668,winter,0
32092,2024-12-01 07:15:00,Light_Load,2024,12,1,7,15,6,1,29,0.9469301294951057,-0.3214394653031616,-0.5862713672244086,0.8101147350670906,winter,0
32093,2024-12-01 07:30:00,Light_Load,2024,12,1,7,30,6,1,30,0.9238795325112868,-0.3826834323650895,-0.5786712961798063,0.8155608689592598,winter,0
32094,2024-12-01 07:45:00,Light_Load,2024,12,1,7,45,6,1,31,0.8968727415326884,-0.44228869021900113,-0.5710206368489551,0.8209357053342324,winter,0
32095,2024-12-01 08:00:00,Light_Load,2024,12,1,8,0,6,1,32,0.8660254037844387,-0.4999999999999998,-0.5633200580636227,0.8262387743159945,winter,0
32096,2024-12-01 08:15:00,Light_Load,2024,12,1,8,15,6,1,33,0.8314696123025451,-0.5555702330196023,-0.5555702330196022,0.8314696123025452,winter,0
32097,2024-12-01 08:30:00,Light_Load,2024,12,1,8,30,6,1,34,0.7933533402912352,-0.6087614290087207,-0.5477718392178714,0.8366277620064198,winter,0
32098,2024-12-01 08:45:00,Light_Load,2024,12,1,8,45,6,1,35,0.7518398074789774,-0.6593458151000688,-0.5399255584053566,0.8417127724946699,winter,0
32099,2024-12-01 09:00:00,Light_Load,2024,12,1,9,0,6,1,36,0.7071067811865476,-0.7071067811865475,-0.5320320765153368,0.846724199228284,winter,0
32100,2024-12-01 09:15:00,Medium_Load,2024,12,1,9,15,6,1,37,0.659345815100069,-0.7518398074789773,-0.5240920836074779,0.8516616041010493,winter,0
32101,2024-12-01 09:30:00,Medium_Load,2024,12,1,9,30,6,1,38,0.6087614290087209,-0.793353340291235,-0.516106273807507,0.8565245554778512,winter,0
32102,2024-12-01 09:45:00,Medium_Load,2024,12,1,9,45,6,1,39,0.5555702330196025,-0.831469612302545,-0.5080753452465299,0.8613126282324087,winter,0
32103,2024-12-01 10:00:00,Medium_Load,2024,12,1,10,0,6,1,40,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,winter,0
32104,2024-12-01 10:15:00,Maximum_Load,2024,12,1,10,15,6,1,41,0.4422886902190017,-0.8968727415326881,-0.4918809440263438,0.8706624701362479,winter,0
32105,2024-12-01 10:30:00,Maximum_Load,2024,12,1,10,30,6,1,42,0.3826834323650899,-0.9238795325112867,-0.4837188871052396,0.8752234219087538,winter,0
32106,2024-12-01 10:45:00,Maximum_Load,2024,12,1,10,45,6,1,43,0.32143946530316175,-0.9469301294951056,-0.47551454277557503,0.8797078603769184,winter,0
32107,2024-12-01 11:00:00,Maximum_Load,2024,12,1,11,0,6,1,44,0.258819045102521,-0.9659258262890682,-0.4672686282730619,0.8841153935046098,winter,0
32108,2024-12-01 11:15:00,Maximum_Load,2024,12,1,11,15,6,1,45,0.19509032201612816,-0.9807852804032304,-0.4589818644675377,0.8884456359788723,winter,0
32109,2024-12-01 11:30:00,Maximum_Load,2024,12,1,11,30,6,1,46,0.130526192220052,-0.9914448613738104,-0.4506549757999453,0.8926982092436114,winter,0
32110,2024-12-01 11:45:00,Maximum_Load,2024,12,1,11,45,6,1,47,0.06540312923014312,-0.9978589232386035,-0.4422886902190014,0.8968727415326883,winter,0
32111,2024-12-01 12:00:00,Maximum_Load,2024,12,1,12,0,6,1,48,1.2246467991473532e-16,-1.0,-0.43388373911755834,0.900968867902419,winter,0
32112,2024-12-01 12:15:00,Medium_Load,2024,12,1,12,15,6,1,49,-0.06540312923014287,-0.9978589232386035,-0.4254408572686642,0.9049862302634798,winter,0
32113,2024-12-01 12:30:00,Medium_Load,2024,12,1,12,30,6,1,50,-0.13052619222005177,-0.9914448613738104,-0.4169607827613284,0.9089244774122107,winter,0
32114,2024-12-01 12:45:00,Medium_Load,2024,12,1,12,45,6,1,51,-0.19509032201612792,-0.9807852804032305,-0.40844425693599656,0.9127832650613187,winter,0
32115,2024-12-01 13:00:00,Medium_Load,2024,12,1,13,0,6,1,52,-0.2588190451025208,-0.9659258262890683,-0.39989202431974147,0.916562255869976,winter,0
32116,2024-12-01 13:15:00,Medium_Load,2024,12,1,13,15,6,1,53,-0.32143946530316153,-0.9469301294951057,-0.3913048325611756,0.9202611194733104,winter,0
32117,2024-12-01 13:30:00,Medium_Load,2024,12,1,13,30,6,1,54,-0.38268343236508967,-0.9238795325112868,-0.38268343236508956,0.9238795325112868,winter,0
32118,2024-12-01 13:45:00,Medium_Load,2024,12,1,13,45,6,1,55,-0.44228869021900147,-0.8968727415326883,-0.37402857742682794,0.9274171786569749,winter,0
32119,2024-12-01 14:00:00,Medium_Load,2024,12,1,14,0,6,1,56,-0.4999999999999997,-0.8660254037844388,-0.36534102436639493,0.9308737486442042,winter,0
32120,2024-12-01 14:15:00,Medium_Load,2024,12,1,14,15,6,1,57,-0.555570233019602,-0.8314696123025455,-0.35662153266231306,0.9342489402945998,winter,0
32121,2024-12-01 14:30:00,Medium_Load,2024,12,1,14,30,6,1,58,-0.6087614290087207,-0.7933533402912352,-0.3478708645852273,0.9375424585439992,winter,0
32122,2024-12-01 14:45:00,Medium_Load,2024,12,1,14,45,6,1,59,-0.6593458151000688,-0.7518398074789774,-0.3390897851312668,0.9407540154682473,winter,0
32123,2024-12-01 15:00:00,Medium_Load,2024,12,1,15,0,6,1,60,-0.7071067811865471,-0.7071067811865479,-0.3302790619551673,0.9438833303083675,winter,0
32124,2024-12-01 15:15:00,Medium_Load,2024,12,1,15,15,6,1,61,-0.7518398074789773,-0.6593458151000691,-0.32143946530316186,0.9469301294951056,winter,0
32125,2024-12-01 15:30:00,Medium_Load,2024,12,1,15,30,6,1,62,-0.7933533402912349,-0.6087614290087209,-0.31257176794564484,0.9498941466728458,winter,0
32126,2024-12-01 15:45:00,Medium_Load,2024,12,1,15,45,6,1,63,-0.8314696123025452,-0.5555702330196022,-0.3036767451096152,0.9527751227228961,winter,0
32127,2024-12-01 16:00:00,Medium_Load,2024,12,1,16,0,6,1,64,-0.8660254037844385,-0.5000000000000004,-0.2947551744109047,0.9555728057861406,winter,0
32128,2024-12-01 16:15:00,Medium_Load,2024,12,1,16,15,6,1,65,-0.8968727415326883,-0.44228869021900136,-0.2858078357861974,0.9582869512850574,winter,0
32129,2024-12-01 16:30:00,Medium_Load,2024,12,1,16,30,6,1,66,-0.9238795325112868,-0.3826834323650895,-0.27683551142485,0.9609173219450994,winter,0
32130,2024-12-01 16:45:00,Medium_Load,2024,12,1,16,45,6,1,67,-0.9469301294951056,-0.3214394653031618,-0.2678389857005029,0.963463687815439,winter,0
32131,2024-12-01 17:00:00,Medium_Load,2024,12,1,17,0,6,1,68,-0.9659258262890683,-0.25881904510252063,-0.2588190451025207,0.9659258262890683,winter,0
32132,2024-12-01 17:15:00,Maximum_Load,2024,12,1,17,15,6,1,69,-0.9807852804032303,-0.19509032201612866,-0.24977647816722687,0.9683035221222615,winter,0
32133,2024-12-01 17:30:00,Maximum_Load,2024,12,1,17,30,6,1,70,-0.9914448613738104,-0.13052619222005163,-0.24071207540897308,0.970596567453391,winter,0
32134,2024-12-01 17:45:00,Maximum_Load,2024,12,1,17,45,6,1,71,-0.9978589232386035,-0.06540312923014273,-0.23162662925103045,0.9728047618210993,winter,0
32135,2024-12-01 18:00:00,Maximum_Load,2024,12,1,18,0,6,1,72,-1.0,-1.8369701987210297e-16,-0.22252093395631464,0.9749279121818235,winter,0
32136,2024-12-01 18:15:00,Maximum_Load,2024,12,1,18,15,6,1,73,-0.9978589232386036,0.06540312923014237,-0.2133957855579503,0.9769658329266716,winter,0
32137,2024-12-01 18:30:00,Maximum_Load,2024,12,1,18,30,6,1,74,-0.9914448613738105,0.13052619222005127,-0.2042519817896807,0.9789183458976484,winter,0
32138,2024-12-01 18:45:00,Maximum_Load,2024,12,1,18,45,6,1,75,-0.9807852804032304,0.1950903220161283,-0.19509032201612872,0.9807852804032303,winter,0
32139,2024-12-01 19:00:00,Maximum_Load,2024,12,1,19,0,6,1,76,-0.9659258262890684,0.2588190451025203,-0.1859116071629151,0.9825664732332882,winter,0
32140,2024-12-01 19:15:00,Maximum_Load,2024,12,1,19,15,6,1,77,-0.9469301294951057,0.3214394653031615,-0.17671663964663967,0.9842617686733544,winter,0
32141,2024-12-01 19:30:00,Maximum_Load,2024,12,1,19,30,6,1,78,-0.923879532511287,0.38268343236508917,-0.16750622330473622,0.9858710185182359,winter,0
32142,2024-12-01 19:45:00,Maximum_Load,2024,12,1,19,45,6,1,79,-0.8968727415326884,0.442288690219001,-0.15828116332519565,0.9873940820849711,winter,0
32143,2024-12-01 20:00:00,Maximum_Load,2024,12,1,20,0,6,1,80,-0.8660254037844386,0.5000000000000001,-0.14904226617617528,0.9888308262251284,winter,0
32144,2024-12-01 20:15:00,Medium_Load,2024,12,1,20,15,6,1,81,-0.8314696123025455,0.5555702330196018,-0.1397903395354995,0.9901811253364455,winter,0
32145,2024-12-01 20:30:00,Medium_Load,2024,12,1,20,30,6,1,82,-0.7933533402912357,0.6087614290087199,-0.13052619222005168,0.9914448613738104,winter,0
32146,2024-12-01 20:45:00,Medium_Load,2024,12,1,20,45,6,1,83,-0.7518398074789772,0.6593458151000691,-0.12125063411506169,0.9926219238595808,winter,0
32147,2024-12-01 21:00:00,Medium_Load,2024,12,1,21,0,6,1,84,-0.7071067811865477,0.7071067811865474,-0.11196447610330898,0.9937122098932425,winter,0
32148,2024-12-01 21:15:00,Medium_Load,2024,12,1,21,15,6,1,85,-0.6593458151000687,0.7518398074789775,-0.10266852999422871,0.994715624160405,winter,0
32149,2024-12-01 21:30:00,Medium_Load,2024,12,1,21,30,6,1,86,-0.608761429008721,0.7933533402912349,-0.09336360845295105,0.9956320789411338,winter,0
32150,2024-12-01 21:45:00,Medium_Load,2024,12,1,21,45,6,1,87,-0.555570233019603,0.8314696123025447,-0.08405052492924801,0.9964614941176191,winter,0
32151,2024-12-01 22:00:00,Medium_Load,2024,12,1,22,0,6,1,88,-0.5000000000000004,0.8660254037844384,-0.0747300935864239,0.9972037971811801,winter,0
32152,2024-12-01 22:15:00,Maximum_Load,2024,12,1,22,15,6,1,89,-0.4422886902190014,0.8968727415326883,-0.0654031292301428,0.9978589232386035,winter,0
32153,2024-12-01 22:30:00,Maximum_Load,2024,12,1,22,30,6,1,90,-0.38268343236508956,0.9238795325112868,-0.056070447237192476,0.9984268150178165,winter,0
32154,2024-12-01 22:45:00,Maximum_Load,2024,12,1,22,45,6,1,91,-0.32143946530316186,0.9469301294951056,-0.046732863484203094,0.9989074228728941,winter,0
32155,2024-12-01 23:00:00,Maximum_Load,2024,12,1,23,0,6,1,92,-0.25881904510252157,0.9659258262890681,-0.03739119427632557,0.9993007047883986,winter,0
32156,2024-12-01 23:15:00,Light_Load,2024,12,1,23,15,6,1,93,-0.19509032201612872,0.9807852804032303,-0.02804625627586898,0.9996066263830529,winter,0
32157,2024-12-01 23:30:00,Light_Load,2024,12,1,23,30,6,1,94,-0.13052619222005168,0.9914448613738104,-0.018698866430902364,0.9998251609127464,winter,0
32158,2024-12-01 23:45:00,Light_Load,2024,12,1,23,45,6,1,95,-0.0654031292301428,0.9978589232386035,-0.009349841903840334,0.9999562892728727,winter,0
32255,2024-12-02 00:00:00,Light_Load,2024,12,2,0,0,0,0,0,0.0,1.0,0.0,1.0,winter,0
32160,2024-12-02 00:15:00,Light_Load,2024,12,2,0,15,0,0,1,0.06540312923014306,0.9978589232386035,0.009349841903839275,0.9999562892728727,winter,0
32161,2024-12-02 00:30:00,Light_Load,2024,12,2,0,30,0,0,2,0.13052619222005157,0.9914448613738104,0.018698866430902267,0.9998251609127464,winter,0
32162,2024-12-02 00:45:00,Light_Load,2024,12,2,0,45,0,0,3,0.19509032201612825,0.9807852804032304,0.028046256275868958,0.9996066263830529,winter,0
32163,2024-12-02 01:00:00,Light_Load,2024,12,2,1,0,0,0,4,0.25881904510252074,0.9659258262890683,0.037391194276325625,0.9993007047883985,winter,0
32164,2024-12-02 01:15:00,Light_Load,2024,12,2,1,15,0,0,5,0.3214394653031616,0.9469301294951057,0.04673286348420233,0.9989074228728941,winter,0
32165,2024-12-02 01:30:00,Light_Load,2024,12,2,1,30,0,0,6,0.3826834323650898,0.9238795325112867,0.05607044723719179,0.9984268150178166,winter,0
32166,2024-12-02 01:45:00,Light_Load,2024,12,2,1,45,0,0,7,0.44228869021900125,0.8968727415326884,0.06540312923014306,0.9978589232386035,winter,0
32167,2024-12-02 02:00:00,Light_Load,2024,12,2,2,0,0,0,8,0.49999999999999994,0.8660254037844387,0.07473009358642425,0.9972037971811801,winter,0
32168,2024-12-02 02:15:00,Light_Load,2024,12,2,2,15,0,0,9,0.5555702330196022,0.8314696123025452,0.08405052492924754,0.9964614941176192,winter,0
32169,2024-12-02 02:30:00,Light_Load,2024,12,2,2,30,0,0,10,0.6087614290087207,0.7933533402912352,0.09336360845295066,0.9956320789411338,winter,0
32170,2024-12-02 02:45:00,Light_Load,2024,12,2,2,45,0,0,11,0.6593458151000688,0.7518398074789774,0.10266852999422839,0.994715624160405,winter,0
32171,2024-12-02 03:00:00,Light_Load,2024,12,2,3,0,0,0,12,0.7071067811865476,0.7071067811865476,0.11196447610330786,0.9937122098932426,winter,0
32172,2024-12-02 03:15:00,Light_Load,2024,12,2,3,15,0,0,13,0.7518398074789774,0.6593458151000688,0.12125063411506154,0.9926219238595808,winter,0
32173,2024-12-02 03:30:00,Light_Load,2024,12,2,3,30,0,0,14,0.7933533402912352,0.6087614290087207,0.13052619222005157,0.9914448613738104,winter,0
32174,2024-12-02 03:45:00,Light_Load,2024,12,2,3,45,0,0,15,0.8314696123025451,0.5555702330196024,0.13979033953549946,0.9901811253364456,winter,0
32175,2024-12-02 04:00:00,Light_Load,2024,12,2,4,0,0,0,16,0.8660254037844386,0.5000000000000001,0.14904226617617444,0.9888308262251285,winter,0
32176,2024-12-02 04:15:00,Light_Load,2024,12,2,4,15,0,0,17,0.8968727415326884,0.44228869021900125,0.15828116332519493,0.9873940820849713,winter,0
32177,2024-12-02 04:30:00,Light_Load,2024,12,2,4,30,0,0,18,0.9238795325112867,0.38268343236508984,0.1675062233047364,0.9858710185182359,winter,0
32178,2024-12-02 04:45:00,Light_Load,2024,12,2,4,45,0,0,19,0.9469301294951056,0.3214394653031617,0.17671663964663992,0.9842617686733544,winter,0
32179,2024-12-02 05:00:00,Light_Load,2024,12,2,5,0,0,0,20,0.9659258262890683,0.25881904510252074,0.18591160716291458,0.9825664732332883,winter,0
32180,2024-12-02 05:15:00,Light_Load,2024,12,2,5,15,0,0,21,0.9807852804032304,0.19509032201612833,0.19509032201612825,0.9807852804032304,winter,0
32181,2024-12-02 05:30:00,Light_Load,2024,12,2,5,30,0,0,22,0.9914448613738104,0.1305261922200517,0.20425198178968032,0.9789183458976485,winter,0
32182,2024-12-02 05:45:00,Light_Load,2024,12,2,5,45,0,0,23,0.9978589232386035,0.06540312923014327,0.21339578555794997,0.9769658329266717,winter,0
32183,2024-12-02 06:00:00,Light_Load,2024,12,2,6,0,0,0,24,1.0,6.123233995736766e-17,0.2225209339563144,0.9749279121818236,winter,0
32184,2024-12-02 06:15:00,Light_Load,2024,12,2,6,15,0,0,25,0.9978589232386035,-0.06540312923014314,0.2316266292510303,0.9728047618210993,winter,0
32185,2024-12-02 06:30:00,Light_Load,2024,12,2,6,30,0,0,26,0.9914448613738104,-0.1305261922200516,0.24071207540897302,0.970596567453391,winter,0
32186,2024-12-02 06:45:00,Light_Load,2024,12,2,6,45,0,0,27,0.9807852804032304,-0.1950903220161282,0.24977647816722684,0.9683035221222615,winter,0
32187,2024-12-02 07:00:00,Light_Load,2024,12,2,7,0,0,0,28,0.9659258262890683,-0.25881904510252063,0.25881904510252074,0.9659258262890683,winter,0
32188,2024-12-02 07:15:00,Light_Load,2024,12,2,7,15,0,0,29,0.9469301294951057,-0.3214394653031616,0.2678389857005031,0.963463687815439,winter,0
32189,2024-12-02 07:30:00,Light_Load,2024,12,2,7,30,0,0,30,0.9238795325112868,-0.3826834323650895,0.27683551142484936,0.9609173219450996,winter,0
32190,2024-12-02 07:45:00,Light_Load,2024,12,2,7,45,0,0,31,0.8968727415326884,-0.44228869021900113,0.2858078357861977,0.9582869512850574,winter,0
32191,2024-12-02 08:00:00,Light_Load,2024,12,2,8,0,0,0,32,0.8660254037844387,-0.4999999999999998,0.2947551744109042,0.9555728057861407,winter,0
32192,2024-12-02 08:15:00,Light_Load,2024,12,2,8,15,0,0,33,0.8314696123025451,-0.5555702330196023,0.30367674510961473,0.9527751227228963,winter,0
32193,2024-12-02 08:30:00,Light_Load,2024,12,2,8,30,0,0,34,0.7933533402912352,-0.6087614290087207,0.3125717679456445,0.9498941466728459,winter,0
32194,2024-12-02 08:45:00,Light_Load,2024,12,2,8,45,0,0,35,0.7518398074789774,-0.6593458151000688,0.32143946530316153,0.9469301294951057,winter,0
32195,2024-12-02 09:00:00,Light_Load,2024,12,2,9,0,0,0,36,0.7071067811865476,-0.7071067811865475,0.3302790619551671,0.9438833303083676,winter,0
32196,2024-12-02 09:15:00,Light_Load,2024,12,2,9,15,0,0,37,0.659345815100069,-0.7518398074789773,0.3390897851312667,0.9407540154682473,winter,0
32197,2024-12-02 09:30:00,Light_Load,2024,12,2,9,30,0,0,38,0.6087614290087209,-0.793353340291235,0.3478708645852272,0.9375424585439992,winter,0
32198,2024-12-02 09:45:00,Light_Load,2024,12,2,9,45,0,0,39,0.5555702330196025,-0.831469612302545,0.356621532662313,0.9342489402945998,winter,0
32199,2024-12-02 10:00:00,Light_Load,2024,12,2,10,0,0,0,40,0.49999999999999994,-0.8660254037844387,0.365341024366395,0.9308737486442042,winter,0
32200,2024-12-02 10:15:00,Light_Load,2024,12,2,10,15,0,0,41,0.4422886902190017,-0.8968727415326881,0.37402857742682805,0.9274171786569749,winter,0
32201,2024-12-02 10:30:00,Light_Load,2024,12,2,10,30,0,0,42,0.3826834323650899,-0.9238795325112867,0.3826834323650898,0.9238795325112867,winter,0
32202,2024-12-02 10:45:00,Light_Load,2024,12,2,10,45,0,0,43,0.32143946530316175,-0.9469301294951056,0.391304832561175,0.9202611194733106,winter,0
32203,2024-12-02 11:00:00,Light_Load,2024,12,2,11,0,0,0,44,0.258819045102521,-0.9659258262890682,0.3998920243197409,0.9165622558699762,winter,0
32204,2024-12-02 11:15:00,Light_Load,2024,12,2,11,15,0,0,45,0.19509032201612816,-0.9807852804032304,0.4084442569359961,0.9127832650613189,winter,0
32205,2024-12-02 11:30:00,Light_Load,2024,12,2,11,30,0,0,46,0.130526192220052,-0.9914448613738104,0.41696078276132803,0.9089244774122108,winter,0
32206,2024-12-02 11:45:00,Light_Load,2024,12,2,11,45,0,0,47,0.06540312923014312,-0.9978589232386035,0.42544085726866393,0.9049862302634799,winter,0
32207,2024-12-02 12:00:00,Light_Load,2024,12,2,12,0,0,0,48,1.2246467991473532e-16,-1.0,0.4338837391175581,0.9009688679024191,winter,0
32208,2024-12-02 12:15:00,Light_Load,2024,12,2,12,15,0,0,49,-0.06540312923014287,-0.9978589232386035,0.44228869021900125,0.8968727415326884,winter,0
32209,2024-12-02 12:30:00,Light_Load,2024,12,2,12,30,0,0,50,-0.13052619222005177,-0.9914448613738104,0.4506549757999452,0.8926982092436115,winter,0
32210,2024-12-02 12:45:00,Light_Load,2024,12,2,12,45,0,0,51,-0.19509032201612792,-0.9807852804032305,0.45898186446753764,0.8884456359788723,winter,0
32211,2024-12-02 13:00:00,Light_Load,2024,12,2,13,0,0,0,52,-0.2588190451025208,-0.9659258262890683,0.467268628273062,0.8841153935046098,winter,0
32212,2024-12-02 13:15:00,Light_Load,2024,12,2,13,15,0,0,53,-0.32143946530316153,-0.9469301294951057,0.4755145427755752,0.8797078603769184,winter,0
32213,2024-12-02 13:30:00,Light_Load,2024,12,2,13,30,0,0,54,-0.38268343236508967,-0.9238795325112868,0.48371888710523975,0.8752234219087537,winter,0
32214,2024-12-02 13:45:00,Light_Load,2024,12,2,13,45,0,0,55,-0.44228869021900147,-0.8968727415326883,0.4918809440263433,0.8706624701362482,winter,0
32215,2024-12-02 14:00:00,Light_Load,2024,12,2,14,0,0,0,56,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,winter,0
32216,2024-12-02 14:15:00,Light_Load,2024,12,2,14,15,0,0,57,-0.555570233019602,-0.8314696123025455,0.5080753452465294,0.861312628232409,winter,0
32217,2024-12-02 14:30:00,Light_Load,2024,12,2,14,30,0,0,58,-0.6087614290087207,-0.7933533402912352,0.5161062738075066,0.8565245554778514,winter,0
32218,2024-12-02 14:45:00,Light_Load,2024,12,2,14,45,0,0,59,-0.6593458151000688,-0.7518398074789774,0.5240920836074776,0.8516616041010494,winter,0
32219,2024-12-02 15:00:00,Light_Load,2024,12,2,15,0,0,0,60,-0.7071067811865471,-0.7071067811865479,0.5320320765153366,0.8467241992282842,winter,0
32220,2024-12-02 15:15:00,Light_Load,2024,12,2,15,15,0,0,61,-0.7518398074789773,-0.6593458151000691,0.5399255584053564,0.8417127724946699,winter,0
32221,2024-12-02 15:30:00,Light_Load,2024,12,2,15,30,0,0,62,-0.7933533402912349,-0.6087614290087209,0.5477718392178713,0.8366277620064198,winter,0
32222,2024-12-02 15:45:00,Light_Load,2024,12,2,15,45,0,0,63,-0.8314696123025452,-0.5555702330196022,0.5555702330196022,0.8314696123025452,winter,0
32223,2024-12-02 16:00:00,Light_Load,2024,12,2,16,0,0,0,64,-0.8660254037844385,-0.5000000000000004,0.5633200580636221,0.8262387743159949,winter,0
32224,2024-12-02 16:15:00,Light_Load,2024,12,2,16,15,0,0,65,-0.8968727415326883,-0.44228869021900136,0.5710206368489551,0.8209357053342324,winter,0
32225,2024-12-02 16:30:00,Light_Load,2024,12,2,16,30,0,0,66,-0.9238795325112868,-0.3826834323650895,0.5786712961798057,0.8155608689592602,winter,0
32226,2024-12-02 16:45:00,Light_Load,2024,12,2,16,45,0,0,67,-0.9469301294951056,-0.3214394653031618,0.586271367224409,0.8101147350670905,winter,0
32227,2024-12-02 17:00:00,Light_Load,2024,12,2,17,0,0,0,68,-0.9659258262890683,-0.25881904510252063,0.5938201855735017,0.8045977797666682,winter,0
32228,2024-12-02 17:15:00,Light_Load,2024,12,2,17,15,0,0,69,-0.9807852804032303,-0.19509032201612866,0.6013170912984058,0.799010485358249,winter,0
32229,2024-12-02 17:30:00,Light_Load,2024,12,2,17,30,0,0,70,-0.9914448613738104,-0.13052619222005163,0.6087614290087205,0.7933533402912353,winter,0
32230,2024-12-02 17:45:00,Light_Load,2024,12,2,17,45,0,0,71,-0.9978589232386035,-0.06540312923014273,0.6161525479096176,0.7876268391214754,winter,0
32231,2024-12-02 18:00:00,Light_Load,2024,12,2,18,0,0,0,72,-1.0,-1.8369701987210297e-16,0.6234898018587335,0.7818314824680298,winter,0
32232,2024-12-02 18:15:00,Light_Load,2024,12,2,18,15,0,0,73,-0.9978589232386036,0.06540312923014237,0.6307725494226581,0.775967776969405,winter,0
